sigla,nome_pregao,isin,classe,price,change,changepct,setor,subsetor,segmento,codcvm,cnpj,razao_social,cnpj_adm,razao_social_adm,sigla4
TIET4,AES TIETE E PN,BRTIETACNPR7,AÇÃO,2.18,-0.02,-0.91,UTILIDADE PÚBLICA,ENERGIA ELÉTRICA,ENERGIA ELÉTRICA,18970,04.128.563/0001-10,AES TIETE ENERGIA SA,---,---,TIET
TIMP3,TIM PART S/A ON,BRTIMPACNOR1,AÇÃO,12.00,-0.11,-0.91,TELECOMUNICAÇÕES,TELECOMUNICAÇÕES,TELECOMUNICAÇÕES,17639,02.558.115/0001-21,TIM PARTICIPACOES S.A.,---,---,TIMP
TKNO4,TEKNO PN,BRTKNOACNPR5,AÇÃO,35.18,0.00,0.00,MATERIAIS BÁSICOS,SIDERURGIA E METALURGIA,ARTEFATOS DE FERRO E AÇO,11231,33.467.572/0001-34,TEKNO S.A. - INDUSTRIA E COMERCIO,---,---,TKNO
TOTS3,TOTVS ON,BRTOTSACNOR8,AÇÃO,41.32,0.62,1.52,TECNOLOGIA DA INFORMAÇÃO,PROGRAMAS E SERVIÇOS,PROGRAMAS E SERVIÇOS,19992,53.113.791/0001-22,TOTVS S.A.,---,---,TOTS
TOYB3,TECTOY ON,BRTOYBACNOR4,AÇÃO,2.00,0.00,0.00,CONSUMO CÍCLICO,VIAGENS E LAZER,BRINQUEDOS E JOGOS,14133,22.770.366/0001-82,TEC TOY S.A.,---,---,TOYB
TOYB4,TECTOY PN,BRTOYBACNPR1,AÇÃO,1.85,0.00,0.00,CONSUMO CÍCLICO,VIAGENS E LAZER,BRINQUEDOS E JOGOS,14133,22.770.366/0001-82,TEC TOY S.A.,---,---,TOYB
TPIS3,TRIUNFO PART ON,BRTPISACNOR8,AÇÃO,1.62,0.03,1.89,BENS INDUSTRIAIS,TRANSPORTE,EXPLORAÇÃO DE RODOVIAS,19330,03.014.553/0001-91,TPI - TRIUNFO PARTICIP. E INVEST. S.A.,---,---,TPIS
TRIS3,TRISUL ON,BRTRISACNOR4,AÇÃO,4.78,0.07,1.49,CONSUMO CÍCLICO,CONSTRUÇÃO CIVIL,INCORPORAÇÕES,21130,08.811.643/0001-27,TRISUL S.A.,---,---,TRIS
TRPL3,TRAN PAULIST ON,BRTRPLACNOR4,AÇÃO,23.50,0.00,0.00,UTILIDADE PÚBLICA,ENERGIA ELÉTRICA,ENERGIA ELÉTRICA,18376,02.998.611/0001-04,CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA,---,---,TRPL
TRPL4,TRAN PAULIST PN,BRTRPLACNPR1,AÇÃO,20.84,0.29,1.41,UTILIDADE PÚBLICA,ENERGIA ELÉTRICA,ENERGIA ELÉTRICA,18376,02.998.611/0001-04,CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA,---,---,TRPL
TRPN3,TARPON INV ON,BRTRPNACNOR0,AÇÃO,1.06,0.00,0.00,FINANCEIRO,SERVIÇOS FINANCEIROS DIVERSOS,GESTÃO DE RECURSOS E INVESTIMENTOS,21717,05.341.549/0001-63,TARPON INVESTIMENTOS S.A.,---,---,TRPN
TUPY3,TUPY ON,BRTUPYACNOR1,AÇÃO,17.53,0.03,0.17,BENS INDUSTRIAIS,MATERIAL DE TRANSPORTE,MATERIAL RODOVIÁRIO,6343,84.683.374/0001-49,TUPY S.A.,---,---,TUPY
TXRX3,TEX RENAUX ON,BRTXRXACNOR3,AÇÃO,3.30,0.00,0.00,CONSUMO CÍCLICO,TECIDOS. VESTUÁRIO E CALÇADOS,FIOS E TECIDOS,7544,82.982.075/0001-80,TEXTIL RENAUXVIEW S.A.,---,---,TXRX
TXRX4,TEX RENAUX PN,BRTXRXACNPR0,AÇÃO,2.35,0.14,6.33,CONSUMO CÍCLICO,TECIDOS. VESTUÁRIO E CALÇADOS,FIOS E TECIDOS,7544,82.982.075/0001-80,TEXTIL RENAUXVIEW S.A.,---,---,TXRX
TXRX4,TEX RENAUX PN,BRTXRXACNPR0,AÇÃO,2.35,0.14,6.33,CONSUMO CÍCLICO,TECIDOS. VESTUÁRIO E CALÇADOS,FIOS E TECIDOS,7544,82.982.075/0001-80,TEXTIL RENAUXVIEW S.A.,---,---,TXRX
UCAS3,UNICASA ON,BRUCASACNOR1,AÇÃO,2.75,0.02,0.73,CONSUMO CÍCLICO,UTILIDADES DOMÉSTICAS,MÓVEIS,22780,90.441.460/0001-48,UNICASA INDÚSTRIA DE MÓVEIS S.A.,---,---,UCAS
UGPA3,ULTRAPAR ON,BRUGPAACNOR8,AÇÃO,22.19,-0.44,-1.94,PETRÓLEO. GÁS E BIOCOMBUSTÍVEIS,PETRÓLEO. GÁS E BIOCOMBUSTÍVEIS,EXPLORAÇÃO. REFINO E DISTRIBUIÇÃO,18465,33.256.439/0001-39,ULTRAPAR PARTICIPACOES S.A.,---,---,UGPA
UNIP3,UNIPAR ON,BRUNIPACNOR7,AÇÃO,39.98,0.22,0.55,MATERIAIS BÁSICOS,QUÍMICOS,QUÍMICOS DIVERSOS,11592,33.958.695/0001-78,UNIPAR CARBOCLORO S.A.,---,---,UNIP
UNIP5,UNIPAR PNA,BRUNIPACNPA0,AÇÃO,39.31,0.00,0.00,MATERIAIS BÁSICOS,QUÍMICOS,QUÍMICOS DIVERSOS,11592,33.958.695/0001-78,UNIPAR CARBOCLORO S.A.,---,---,UNIP
UNIP6,UNIPAR PNB,BRUNIPACNPB8,AÇÃO,38.81,-0.38,-0.97,MATERIAIS BÁSICOS,QUÍMICOS,QUÍMICOS DIVERSOS,11592,33.958.695/0001-78,UNIPAR CARBOCLORO S.A.,---,---,UNIP
USIM3,USIMINAS ON,BRUSIMACNOR3,AÇÃO,10.90,-0.14,-1.27,MATERIAIS BÁSICOS,SIDERURGIA E METALURGIA,SIDERURGIA,14320,60.894.730/0001-05,USINAS SID DE MINAS GERAIS S.A.-USIMINAS,---,---,USIM
USIM5,USIMINAS PNA,BRUSIMACNPA6,AÇÃO,8.92,-0.10,-1.11,MATERIAIS BÁSICOS,SIDERURGIA E METALURGIA,SIDERURGIA,14320,60.894.730/0001-05,USINAS SID DE MINAS GERAIS S.A.-USIMINAS,---,---,USIM
USIM6,USIMINAS PNB,BRUSIMACNPB4,AÇÃO,10.00,0.00,0.00,MATERIAIS BÁSICOS,SIDERURGIA E METALURGIA,SIDERURGIA,14320,60.894.730/0001-05,USINAS SID DE MINAS GERAIS S.A.-USIMINAS,---,---,USIM
VALE3,VALE ON,BRVALEACNOR0,AÇÃO,50.97,-1.61,-3.06,MATERIAIS BÁSICOS,MINERAÇÃO,MINERAIS METÁLICOS,4170,33.592.510/0001-54,VALE S.A.,---,---,VALE
VIVR3,VIVER ON,BRVIVRACNOR4,AÇÃO,2.25,-0.15,-6.25,CONSUMO CÍCLICO,CONSTRUÇÃO CIVIL,INCORPORAÇÕES,20702,67.571.414/0001-41,VIVER INCORPORADORA E CONSTRUTORA S.A.,---,---,VIVR
VIVT3,TELEF BRASIL ON,BRVIVTACNOR0,AÇÃO,40.98,-0.32,-0.77,TELECOMUNICAÇÕES,TELECOMUNICAÇÕES,TELECOMUNICAÇÕES,17671,02.558.157/0001-62,TELEFÔNICA BRASIL S.A,---,---,VIVT
VIVT4,TELEF BRASIL PN,BRVIVTACNPR7,AÇÃO,46.71,-0.49,-1.04,TELECOMUNICAÇÕES,TELECOMUNICAÇÕES,TELECOMUNICAÇÕES,17671,02.558.157/0001-62,TELEFÔNICA BRASIL S.A,---,---,VIVT
VLID3,VALID ON,BRVLIDACNOR5,AÇÃO,17.23,-0.09,-0.52,BENS INDUSTRIAIS,SERVIÇOS,SERVIÇOS DIVERSOS,20028,33.113.309/0001-47,VALID SOLUÇÕES S.A.,---,---,VLID
VULC3,VULCABRAS ON,BRVULCACNOR2,AÇÃO,6.24,-0.06,-0.95,CONSUMO CÍCLICO,TECIDOS. VESTUÁRIO E CALÇADOS,CALÇADOS,11762,50.926.955/0001-42,VULCABRAS/AZALEIA S.A.,---,---,VULC
VVAR3,VIAVAREJO ON,BRVVARACNOR1,AÇÃO,3.90,-0.05,-1.27,CONSUMO CÍCLICO,COMÉRCIO,ELETRODOMÉSTICOS,6505,33.041.260/0652-90,VIA VAREJO S.A.,---,---,VVAR
WEGE3,WEG ON,BRWEGEACNOR0,AÇÃO,18.77,0.14,0.75,BENS INDUSTRIAIS,MÁQUINAS E EQUIPAMENTOS,MOTORES . COMPRESSORES E OUTROS,5410,84.429.695/0001-11,WEG S.A.,---,---,WEGE
WHRL3,WHIRLPOOL ON,BRWHRLACNOR5,AÇÃO,4.70,0.10,2.17,CONSUMO CÍCLICO,UTILIDADES DOMÉSTICAS,ELETRODOMÉSTICOS,14346,59.105.999/0001-86,WHIRLPOOL S.A.,---,---,WHRL
WHRL4,WHIRLPOOL PN,BRWHRLACNPR2,AÇÃO,4.96,0.00,0.00,CONSUMO CÍCLICO,UTILIDADES DOMÉSTICAS,ELETRODOMÉSTICOS,14346,59.105.999/0001-86,WHIRLPOOL S.A.,---,---,WHRL
WIZS3,WIZ S.A. ON,BRWIZSACNOR1,AÇÃO,8.67,0.21,2.48,FINANCEIRO,PREVIDÊNCIA E SEGUROS,CORRETORAS DE SEGUROS,23590,42.278.473/0001-03,WIZ SOLUÇÕES E CORRETAGEM DE SEGUROS S.A.,---,---,WIZS
WLMM3,WLM IND COM ON,BRWLMMACNOR6,AÇÃO,6.50,0.00,0.00,BENS INDUSTRIAIS,COMÉRCIO,MATERIAL DE TRANSPORTE,11070,33.228.024/0001-51,WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.,---,---,WLMM
WLMM4,WLM IND COM PN,BRWLMMACNPR3,AÇÃO,5.55,-0.25,-4.31,BENS INDUSTRIAIS,COMÉRCIO,MATERIAL DE TRANSPORTE,11070,33.228.024/0001-51,WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.,---,---,WLMM
CNTO3,CENTAURO ON,BRCNTOACNOR5,AÇÃO,,,,CONSUMO CÍCLICO,COMÉRCIO,PRODUTOS DIVERSOS,24694,13.217.485/0001-11,GRUPO SBF SA,---,---,CNTO
AAPL34,APPLE DRN,BRAAPLBDR004,BDR,78.80,-1.56,-1.94,TECNOLOGIA DA INFORMAÇÃO,COMPUTADORES E EQUIPAMENTOS,COMPUTADORES E EQUIPAMENTOS,50024,00.000.000/0000-00,APPLE INC.,---,---,AAPL
ABBV34,ABBVIE DRN,BRABBVBDR001,BDR,304.79,0.00,0.00,CONSUMO NÃO CÍCLICO,SAÚDE,MEDICAMENTOS E OUTROS PRODUTOS,51071,00.000.000/0000-00,ABBVIE INC.,---,---,ABBV
ABTT34,ABBOTT DRN,BRABTTBDR007,BDR,76.90,0.20,0.26,SAÚDE,MEDICAMENTOS E OUTROS PRODUTOS,MEDICAMENTOS E OUTROS PRODUTOS,50512,00.000.000/0000-00,ABBOTT LABORATORIES,---,---,ABTT
ACNB34,ACCENTURE DRN,BRACNBBDR006,BDR,686.16,4.39,0.64,TECNOLOGIA DA INFORMAÇÃO,PROGRAMAS E SERVIÇOS,PROGRAMAS E SERVIÇOS,50857,00.000.000/0000-00,ACCENTURE PLC,---,---,ACNB
AIGB34,AIG GROUP DRN,BRAIGBBDR007,BDR,181.03,0.00,0.00,FINANCEIRO,PREVIDÊNCIA E SEGUROS,SEGURADORAS,51489,00.000.000/0000-00,AMERICAN INTERNATIONAL GROUP INC.,---,---,AIGB
AMGN34,AMGEN DRN,BRAMGNBDR004,BDR,699.39,0.00,0.00,SAÚDE,MEDICAMENTOS E OUTROS PRODUTOS,MEDICAMENTOS E OUTROS PRODUTOS,50482,00.000.000/0000-00,AMGEN INC.,---,---,AMGN
AMZO34,AMAZON DRN,BRAMZOBDR002,BDR,3660.00,0.00,0.00,CONSUMO CÍCLICO,COMÉRCIO,PRODUTOS DIVERSOS,50202,00.000.000/0000-00,AMAZON.COM INC,---,---,AMZO
ARMT34,ARCELOR DRN,BRARMTBDR008,BDR,43.89,0.00,0.00,MATERIAIS BÁSICOS,SIDERURGIA E METALURGIA,SIDERURGIA,50083,00.000.000/0000-00,ARCELOR MITTAL,---,---,ARMT
ATTB34,ATT INC DRN,BRATTBBDR007,BDR,126.21,0.00,0.00,TELECOMUNICAÇÕES,TELECOMUNICAÇÕES,TELECOMUNICAÇÕES,50318,00.000.000/0000-00,AT&T INC.,---,---,ATTB
AVON34,AVON DRN,BRAVONBDR009,BDR,5.90,0.00,0.00,CONSUMO NÃO CÍCLICO,PRODUTOS DE USO PESSOAL E DE LIMPEZA,PRODUTOS DE USO PESSOAL,50016,00.000.000/0000-00,AVON PRODUCTS INC.,---,---,AVON
AXPB34,AMERICAN EXP DRN,BRAXPBBDR007,BDR,425.72,0.99,0.23,FINANCEIRO,SERVIÇOS FINANCEIROS DIVERSOS,SERVIÇOS FINANCEIROS DIVERSOS,50300,00.000.000/0000-00,AMERICAN EXPRESS COMPANY,---,---,AXPB
BBYY34,BEST BUY DRN,BRBBYYBDR005,BDR,257.25,1.13,0.44,CONSUMO CÍCLICO,COMÉRCIO,PRODUTOS DIVERSOS,51284,00.000.000/0000-00,"BEST BUY CO., INC.",---,---,BBYY
BERK34,BERKSHIRE DRN,BRBERKBDR002,BDR,826.16,0.00,0.00,FINANCEIRO,HOLDINGS DIVERSIFICADAS,HOLDINGS DIVERSIFICADAS,50717,00.000.000/0000-00,BERKSHIRE HATHAWAY INC.,---,---,BERK
BIIB34,BIOGEN DRN,BRBIIBBDR001,BDR,147.76,0.00,0.00,CONSUMO NÃO CÍCLICO,SAÚDE,MEDICAMENTOS E OUTROS PRODUTOS,51241,00.000.000/0000-00,BIOGEN INC.,---,---,BIIB
BLAK34,BLACKROCK DRN,BRBLAKBDR003,BDR,281.00,0.00,0.00,FINANCEIRO,SERVIÇOS FINANCEIROS DIVERSOS,GESTÃO DE RECURSOS E INVESTIMENTOS,51080,00.000.000/0000-00,BLACKROCK INC.,---,---,BLAK
BMYB34,BRISTOLMYERS DRN,BRBMYBBDR000,BDR,178.87,0.00,0.00,SAÚDE,MEDICAMENTOS E OUTROS PRODUTOS,MEDICAMENTOS E OUTROS PRODUTOS,50334,00.000.000/0000-00,BRISTOL-MYERS SQUIBB COMPANY,---,---,BMYB
BOAC34,BANK AMERICA DRN,BRBOACBDR004,BDR,118.21,0.00,0.00,FINANCEIRO,INTERMEDIÁRIOS FINANCEIROS,BANCOS,50059,00.000.000/0000-00,BANK OF AMERICA CORPORATION,---,---,BOAC
BOEI34,BOEING DRN,BRBOEIBDR003,BDR,1514.00,0.00,0.00,BENS INDUSTRIAIS,MATERIAL DE TRANSPORTE,MATERIAL AERONÁUTICO E DE DEFESA,50326,00.000.000/0000-00,THE BOEING COMPANY,---,---,BOEI
BONY34,BNY MELLON DRN,BRBONYBDR001,BDR,198.95,0.00,0.00,FINANCEIRO,SERVIÇOS FINANCEIROS DIVERSOS,GESTÃO DE RECURSOS E INVESTIMENTOS,50962,00.000.000/0000-00,THE BANK OF NEW YORK MELLON CORPORATION,---,---,BONY
BOXP34,BOSTON PROP DRN,BRBOXPBDR008,BDR,52.33,0.00,0.00,FINANCEIRO,EXPLORAÇÃO DE IMÓVEIS,EXPLORAÇÃO DE IMÓVEIS,50962,00.000.000/0000-00,BOSTON PROPERTIES INC,---,---,BOXP
CATP34,CATERPILLAR DRN,BRCATPBDR003,BDR,543.29,2.20,0.41,BENS INDUSTRIAIS,MÁQUINAS E EQUIPAMENTOS,MÁQ. E EQUIP. CONSTRUÇÃO E AGRÍCOLAS,50210,00.000.000/0000-00,CATERPILLAR INC.,---,---,CATP
CHKE34,CHESAPEAKE DRN,BRCHKEBDR001,BDR,11.69,0.00,0.00,PETRÓLEO. GÁS E BIOCOMBUSTÍVEIS,PETRÓLEO. GÁS E BIOCOMBUSTÍVEIS,EXPLORAÇÃO. REFINO E DISTRIBUIÇÃO,51349,00.000.000/0000-00,CHESAPEAKE ENERGY CORPORATION,---,---,CHKE
CHVX34,CHEVRON DRN,BRCHVXBDR008,BDR,235.99,0.00,0.00,PETRÓLEO. GÁS E BIOCOMBUSTÍVEIS,PETRÓLEO. GÁS E BIOCOMBUSTÍVEIS,EXPLORAÇÃO. REFINO E DISTRIBUIÇÃO,50237,00.000.000/0000-00,CHEVRON CORPORATION,---,---,CHVX
CLGN34,CELGENE CORP DRN,BRCLGNBDR002,BDR,336.63,0.00,0.00,CONSUMO NÃO CÍCLICO,SAÚDE,MEDICAMENTOS E OUTROS PRODUTOS,50750,00.000.000/0000-00,CELGENE CORPORATION,---,---,CLGN
CMCS34,COMCAST DRN,BRCMCSBDR008,BDR,167.02,0.00,0.00,CONSUMO CÍCLICO,MÍDIA,PRODUÇÃO E DIFUSÃO DE FILMES E PROGRAMAS,50490,00.000.000/0000-00,COMCAST CORPORATION,---,---,CMCS
COCA34,COCA COLA DRN,BRCOCABDR002,BDR,181.25,0.00,0.00,CONSUMO NÃO CÍCLICO,BEBIDAS,CERVEJAS E REFRIGERANTES,50229,00.000.000/0000-00,THE COCA-COLA COMPANY,---,---,COCA
COLG34,COLGATE DRN,BRCOLGBDR000,BDR,272.41,0.00,0.00,CONSUMO NÃO CÍCLICO,PRODUTOS DE USO PESSOAL E DE LIMPEZA,PRODUTOS DE USO PESSOAL,50245,00.000.000/0000-00,COLGATE-PALMOLIVE COMPANY,---,---,COLG
COPH34,COPHILLIPS DRN,BRCOPHBDR009,BDR,65.02,0.00,0.00,PETRÓLEO. GÁS E BIOCOMBUSTÍVEIS,PETRÓLEO. GÁS E BIOCOMBUSTÍVEIS,EXPLORAÇÃO. REFINO E DISTRIBUIÇÃO,50520,00.000.000/0000-00,CONOCOPHILLIPS,---,---,COPH
COTY34,COTY INC DRN,BRCOTYBDR006,BDR,13.46,0.22,1.66,CONSUMO NÃO CÍCLICO,PRODUTOS DE USO PESSOAL E DE LIMPEZA,PRODUTOS DE USO PESSOAL,50997,00.000.000/0000-00,COTY INC.,---,---,COTY
COWC34,COSTCO DRN,BRCOWCBDR006,BDR,239.08,0.00,0.00,CONSUMO CÍCLICO,COMÉRCIO,PRODUTOS DIVERSOS,51101,00.000.000/0000-00,COSTCO WHOLESALE CORPORATION,---,---,COWC
CSCO34,CISCO DRN,BRCSCOBDR004,BDR,220.52,0.00,0.00,TECNOLOGIA DA INFORMAÇÃO,COMPUTADORES E EQUIPAMENTOS,COMPUTADORES E EQUIPAMENTOS,50121,00.000.000/0000-00,CISCO SYSTEMS INC.,---,---,CSCO
CTGP34,CITIGROUP DRN,BRCTGPBDR000,BDR,274.83,0.00,0.00,FINANCEIRO,INTERMEDIÁRIOS FINANCEIROS,BANCOS,50105,00.000.000/0000-00,CITIGROUP INC.,---,---,CTGP
CTSH34,COGNIZANT DRN,BRCTSHBDR002,BDR,261.16,0.49,0.19,TECNOLOGIA DA INFORMAÇÃO,PROGRAMAS E SERVIÇOS,PROGRAMAS E SERVIÇOS,51098,00.000.000/0000-00,COGNIZANT TECHNOLOGY SOLUTIONS,---,---,CTSH
CVSH34,CVS HEALTH DRN,BRCVSHBDR008,BDR,102.18,0.00,0.00,CONSUMO NÃO CÍCLICO,SAÚDE,MEDICAMENTOS E OUTROS PRODUTOS,51110,00.000.000/0000-00,CVS HEALTH CORPORATION,---,---,CVSH
DEAI34,DELTA DRN,BRDEAIBDR008,BDR,229.05,0.00,0.00,CONSTRUÇÃO E TRANSPORTE,TRANSPORTE,TRANSPORTE AÉREO,51128,00.000.000/0000-00,DELTA AIR LINES INC.,---,---,DEAI
DHER34,DANAHER CORP DRN,BRDHERBDR004,BDR,127.06,0.00,0.00,FINANCEIRO,HOLDINGS DIVERSIFICADAS,HOLDINGS DIVERSIFICADAS,51020,00.000.000/0000-00,DANAHER CORPORATION,---,---,DHER
DISB34,WALT DISNEY DRN,BRDISBBDR006,BDR,525.00,0.00,0.00,CONSUMO CÍCLICO,MÍDIA,PRODUÇÃO E DIFUSÃO DE FILMES E PROGRAMAS,50393,00.000.000/0000-00,THE WALT DISNEY COMPANY,---,---,DISB
DUKB34,DUKE ENERGY DRN,BRDUKBBDR008,BDR,336.82,0.00,0.00,UTILIDADE PÚBLICA,ENERGIA ELÉTRICA,ENERGIA ELÉTRICA,51470,00.000.000/0000-00,DUKE ENERGY CORPORATION,---,---,DUKB
DWDP34,DOWDUPONT DRN,BRDWDPBDR009,BDR,211.35,61.99,41.50,FINANCEIRO,HOLDINGS DIVERSIFICADAS,HOLDINGS DIVERSIFICADAS,51497,00.000.000/0000-00,DOWDUPONT INC.,---,---,DWDP
EBAY34,EBAY DRN,BREBAYBDR009,BDR,60.39,0.17,0.29,TECNOLOGIA DA INFORMAÇÃO,PROGRAMAS E SERVIÇOS,PROGRAMAS E SERVIÇOS,50547,00.000.000/0000-00,EBAY INC.,---,---,EBAY
EXXO34,EXXON MOBIL DRN,BREXXOBDR006,BDR,80.02,0.00,0.00,PETRÓLEO. GÁS E BIOCOMBUSTÍVEIS,PETRÓLEO. GÁS E BIOCOMBUSTÍVEIS,EXPLORAÇÃO. REFINO E DISTRIBUIÇÃO,50032,00.000.000/0000-00,EXXON MOBIL CORPORATION,---,---,EXXO
FBOK34,FACEBOOK DRN,BRFBOKBDR006,BDR,348.61,0.00,0.00,TECNOLOGIA DA INFORMAÇÃO,PROGRAMAS E SERVIÇOS,PROGRAMAS E SERVIÇOS,50733,00.000.000/0000-00,FACEBOOK INC.,---,---,FBOK
FCXO34,FREEPORT DRN,BRFCXOBDR007,BDR,53.18,0.00,0.00,MATERIAIS BÁSICOS,MINERAÇÃO,MINERAIS METÁLICOS,50180,00.000.000/0000-00,FREEPORT - MCMORAN COPPER GOLD INC.,---,---,FCXO
FDMO34,FORD MOTORS DRN,BRFDMOBDR008,BDR,36.28,0.38,1.07,CONSUMO CÍCLICO,AUTOMÓVEIS E MOTOCICLETAS,AUTOMÓVEIS E MOTOCICLETAS,50474,00.000.000/0000-00,FORD MOTORS,---,---,FDMO
FDXB34,FEDEX CORP DRN,BRFDXBBDR002,BDR,709.77,0.00,0.00,BENS INDUSTRIAIS,TRANSPORTE,TRANSPORTE RODOVIÁRIO,50687,00.000.000/0000-00,FEDEX CORPORATION,---,---,FDXB
FMXB34,FEMSA DRN,BRFMXBBDR003,BDR,368.50,0.00,0.00,CONSUMO NÃO CÍCLICO,BEBIDAS,CERVEJAS E REFRIGERANTES,51055,00.000.000/0000-00,FOMENTO ECONOMICO MEXICANO SAB DE CV - FEMSA,---,---,FMXB
FSLR34,FIRST SOLAR DRN,BRFSLRBDR001,BDR,80.42,0.00,0.00,BENS INDUSTRIAIS,SERVIÇOS,SERVIÇOS DIVERSOS,51454,00.000.000/0000-00,"FIRST SOLAR, INC",---,---,FSLR
GBIO33,BIOTOSCANA DR3,BRGBIOBDR008,BDR,7.50,-0.06,-0.79,SAÚDE,MEDICAMENTOS E OUTROS PRODUTOS,MEDICAMENTOS E OUTROS PRODUTOS,80179,00.000.000/0000-00,BIOTOSCANA INVESTMENTS S.A.,---,---,GBIO
GDBR34,GEN DYNAMICS DRN,BRGDBRBDR002,BDR,629.02,2.59,0.41,BENS INDUSTRIAIS,MATERIAL DE TRANSPORTE,MATERIAL AERONÁUTICO E DE DEFESA,50865,00.000.000/0000-00,GENERAL DYNAMICS CORP.,---,---,GDBR
GEOO34,GE DRN,BRGEOOBDR000,BDR,36.80,0.00,0.00,FINANCEIRO,HOLDINGS DIVERSIFICADAS,HOLDINGS DIVERSIFICADAS,50172,00.000.000/0000-00,GENERAL ELECTRIC COMPANY,---,---,GEOO
GILD34,GILEAD DRN,BRGILDBDR000,BDR,123.50,0.00,0.00,CONSUMO NÃO CÍCLICO,SAÚDE,MEDICAMENTOS E OUTROS PRODUTOS,51160,00.000.000/0000-00,GILEAD SCIENCES INC.,---,---,GILD
GMCO34,GENERAL MOT DRN,BRGMCOBDR008,BDR,153.29,0.00,0.00,CONSUMO CÍCLICO,AUTOMÓVEIS E MOTOCICLETAS,AUTOMÓVEIS E MOTOCICLETAS,51306,00.000.000/0000-00,GENERAL MOTORS COMPANY,---,---,GMCO
GOGL34,ALPHABET DRN A,BRGOGLBDR001,BDR,194.90,-0.46,-0.24,TECNOLOGIA DA INFORMAÇÃO,PROGRAMAS E SERVIÇOS,PROGRAMAS E SERVIÇOS,51268,00.000.000/0000-00,ALPHABET INC.,---,---,GOGL
GOGL35,ALPHABET DRN C,BRGOGLBDR019,BDR,193.52,0.00,0.00,TECNOLOGIA DA INFORMAÇÃO,PROGRAMAS E SERVIÇOS,PROGRAMAS E SERVIÇOS,51268,00.000.000/0000-00,ALPHABET INC.,---,---,GOGL
GPIV33,GP INVEST DR3,BRGPIVBDR003,BDR,3.92,-0.03,-0.76,FINANCEIRO,SERVIÇOS FINANCEIROS DIVERSOS,GESTÃO DE RECURSOS E INVESTIMENTOS,80020,00.000.000/0000-00,GP INVESTMENTS LTD.,---,---,GPIV
GPRO34,GOPRO DRN,BRGPROBDR009,BDR,19.77,0.00,0.00,TECNOLOGIA DA INFORMAÇÃO,COMPUTADORES E EQUIPAMENTOS,COMPUTADORES E EQUIPAMENTOS,51322,00.000.000/0000-00,"GOPRO, INC.",---,---,GPRO
GPSI34,GAP DRN,BRGPSIBDR009,BDR,102.01,0.60,0.60,CONSUMO CÍCLICO,COMÉRCIO,TECIDOS. VESTUÁRIO E CALÇADOS,51217,00.000.000/0000-00,THE GAP INC.,---,---,GPSI
GSGI34,GOLDMANSACHS DRN,BRGSGIBDR008,BDR,80.38,0.00,0.00,FINANCEIRO,INTERMEDIÁRIOS FINANCEIROS,BANCOS,50091,00.000.000/0000-00,GOLDMAN SACHS GROUP INC.,---,---,GSGI
HALI34,HALLIBURTON DRN,BRHALIBDR004,BDR,121.34,0.00,0.00,PETRÓLEO. GÁS E BIOCOMBUSTÍVEIS,PETRÓLEO. GÁS E BIOCOMBUSTÍVEIS,EQUIPAMENTOS E SERVIÇOS,50431,00.000.000/0000-00,HALLIBURTON COMPANY,---,---,HALI
HOME34,HOME DEPOT DRN,BRHOMEBDR002,BDR,405.40,0.00,0.00,CONSUMO CÍCLICO,COMÉRCIO,PRODUTOS DIVERSOS,50563,00.000.000/0000-00,THE HOME DEPOT,---,---,HOME
HONB34,HONEYWELL DRN,BRHONBBDR006,BDR,616.25,0.00,0.00,FINANCEIRO,HOLDINGS DIVERSIFICADAS,HOLDINGS DIVERSIFICADAS,50679,00.000.000/0000-00,HONEYWELL INTERNATIONAL INC.,---,---,HONB
HPQB34,HP COMPANY DRN,BRHPQBBDR006,BDR,80.43,0.00,0.00,TECNOLOGIA DA INFORMAÇÃO,COMPUTADORES E EQUIPAMENTOS,COMPUTADORES E EQUIPAMENTOS,50695,00.000.000/0000-00,HEWLETT-PACKARD COMPANY,---,---,HPQB
HSHY34,HERSHEY CO DRN,BRHSHYBDR001,BDR,77.90,0.35,0.45,CONSUMO NÃO CÍCLICO,ALIMENTOS PROCESSADOS,ALIMENTOS DIVERSOS,50989,00.000.000/0000-00,THE HERSHEY COMPANY,---,---,HSHY
IBMB34,IBM DRN,BRIBMBBDR003,BDR,558.04,0.00,0.00,TECNOLOGIA DA INFORMAÇÃO,PROGRAMAS E SERVIÇOS,PROGRAMAS E SERVIÇOS,50342,00.000.000/0000-00,INTERNATIONAL BUSINESS MACHINES CORPORATION,---,---,IBMB
ITLC34,INTEL DRN,BRITLCBDR005,BDR,229.92,0.00,0.00,TECNOLOGIA DA INFORMAÇÃO,COMPUTADORES E EQUIPAMENTOS,COMPUTADORES E EQUIPAMENTOS,50164,00.000.000/0000-00,INTEL CORPORATION,---,---,ITLC
